review,star,pos_neg
ppt 가독성이 떨어지고 설명 중간중간 채팅에 올려주시는 내용 이해 불가능함.강의할 때 집중해서 들어야만 원하는 내용 챙길 수 있음.성적은 잘 주시므로 크게 불만은 없음,4,pos
일단 난이도를 떠나서 블랙보드에 올라오는 영상들이 거의 아무 의미가 없다고 보면 됨. 한시간이 넘는 영상인데 이론 강의 비율은 10~20분이고 나머지는 설명 없이 문제 푸는 장면이나 쓸데없는 상황극 영상같은 것만 나옴.,3,mid
기말은 범위가 너무 넓어서 아직 잘 모르겠지만 과제나 퀴즈 자체가 부담되는 과목은 아님. 취향에 맞으면 재미있게 들을 수 있을 것 같은데 솔직히 나는 이걸 왜 필수과목으로 하는지는 모르겠음,3,mid
교수님은 친절하고 착하심 근데 이론 강의 들을 때는 솔직히 너무 길고 지루했음. 배우는 내용의 양에 비해 강의 시간이 너무 늘어지는 느낌.,4,pos
이 과목 담당하시는 교수님들 중엔 제일 좋은 것 같다. 그런데 과목 자체가 헬 이라 이번 학기 제일 스트레스 받는 과목. 고전인증시험은 어렵다고 하긴 하던데 난 잘 모르겠음,3,mid
교수님 사람은 좋으신데 설명이랑 내용이 재미가 없음. 시험은 거의 서술형인데 점수는 생각보다 후함. 과제는 몇 개 있는데 어려운건 음,3,mid
코딩 알려주는 내용까지는 이냥저냥 해도 과제랑 시험 난이도 갑자기 올라가는 건.. 따라잡기 어려운 것 같아요ㅜㅜ,3,mid
이런거 왜 배우는지 모르겠다 문제해결을위한글쓰기? 그럼 내 주관으로 써야하는데 교수님 마음에 안들면 깎음. 그저 객관적인 글쓰기다. 답이 정해진 글쓰기다. 게다가 팀플은 또 엄청많다. 또 실시간 피드백은 지옥이다. 그리고 학점도 잘 안나오는듯하다.,2,neg
필기체가 좀 알아볼 수 없긴 하지만 집중해서 들으면 알아볼 수 있다. 그리고 일변수미적분학 과목 자체가 별로 어렵지 않기 때문에 난이도는 쉬웠다고 생각한다. 또 교수님께서 예제를 많이 풀어주시기 때문에 이해가 매우 쉽게 된다. 개인적으로 시험도 매우 쉬웠다고 생각한다. 수학 못해도 강의 잘 들으면 A+ 나온다.,5,pos
교수님이 열정적이시고 학생들 의견을 반영해주시려고 노력하시며 매우매우매우 친절하셔서 개인적으로 너무 좋습니당!,5,pos
교수님 너무 친절하시고 또 무교인 사람들에게 종교에 대한 새로운 모습을 보여 주는 아주 흥미로운 강의임.무교인 사람들도 한번쯤 들으면 좋은 경험의 시간이 될 수 있음. 교수님 너무 너무너무너무 친절....,5,pos
"이 강의를 수강하려면 그리스 신화속 인물들의 이름을 모두 암기해야 함.그래야 중간이나 기말 시험 문제 풀수 있음. 그냥 대충 했다간 시험 망침,걍 듣지 않는거 추천",1,neg
"교수님, 설명도 잘해 주시고 과제도 그리 많은 편은 아니세요...성적도 푼푼히 잘 주실듯나름 재미있었고 토익 실력을 키우는데 도움이 많이 되는 강의 였음",5,pos
"학사정보시스템에는 한국어 강의로 되어있으나 수업 계획서, 그리고 실재 강의는 영어 사용하심. 보통 한국인 교수님이 영어 수업 맡으면 7:3 에서 5:5비율로 한국어 섞어서 설명해 주시는데 이 수업은 학부 2학년 수업인데도 불구하고 8:2~9:1 비율로 영어를 사용하신다... 2학년 수업이라 내용이 무지막지하게 어려운편은 아닌데 설명을 거진 풀영어로 하다보니 이해가 안될 수 있는 부분이 존재할 수도 있음. 필자는 영어듣기가 좀 딸리다보니 교수님이 영어로 설명하시는 부분 중의 50퍼정도밖에 이해 못하는듯. 대부분 PDF교안이나 책보면서 이해하고 공부함. 성적은 그럭저럭 합리적으로 주시는듯(?)",4,pos
과제가 풀이 쓰는 거라 좀 귀찮은편 교수님 목소리 잘 들려서 좋음,4,pos
강의평보고 걱정 많이했는데 교수님이 갑자기 착해지신건지는 몰라도과제해설 글씨 또박또박해서 다 올려주시고 시험 답지도 다 올려주심(이렇게 해주는 교수님들이 별로 없음)수업은 천체 물리학 위주임 분광적인얘기 많이하는것보다 운동에 더 관심있으면 이 교수님 수업듣는거 나쁘지않음학점도 합리적으로 주신것같음천문수업 보다는 물리인데 주제가 천문인 느낌,4,pos
물리 이론에 이상한 반감이 있으신듯..양자역학 같은거 라고하실때 좀 놀랐습니다천문하면 양자 몰라도 되나요…,3,mid
"복수전공이라고 애들이 강제로 하는거라고 생각하고 대충 알려줌연계전공 애써서 듣고있는 사람은 뭐가되냐 ㅋㅋ묻는거 잘 알려주고 개인적인 피드백 잘해주는데전공자임에도 알려주는거 진짜없음디필매 1, 2 다들었지만 이수업을 들었다고 촬영기술 익힌거같지않음 ㅋㅋ 자기가 관심있는 부분만 느는 정도임걍 그렇게 수업할거면 수업을 맡질 말아라배우러 온 학생들한테 실례다",2,neg
교수님이 열정을 가지시고 수업을 해주시고강의력도 좋으십니다!과제는 시간이 지날수록 좀 많아지는 편입니다,5,pos
매주 과제가 나가는데 난이도가 높지는 않아요 그런데 기말이 80% 기말 조금이라도 못보면 큰일나요,4,pos
"진짜 교수님 최고,,, 학생들 생각도 많이 해주시고 수업도 잘해주시고 잡담도 가끔해주시는데 귀여우심 ㅎㅎ",5,pos
갓보미 교수님 학점 이렇게 주셔도 괜찮으신건가요?,5,pos
과제는 앉아서 4시간 정도만 투자하면 끝나고 시험은 어렵다고 하는데 난 개인적으로 생각했던 것보다는 쉬워서 조금 아쉬웠음. 확실히 포기하지만 않으면 얻어가는게 너무 많아서 나는 좋다. 물론 가끔씩 강의 내용이 산으로 가긴하는데 크게 신경쓰이지는 않는다.,5,pos
수업은 그냥 강의 교안 읽어줌. 비대면이면 틀어놓고 굳이 수업 안들어도 될 정도라 꿀임. 어차피 수업중에 뭐가 중요한지 강조해주거나 교안에 없는 내용을 추가로 설명해주는 경우는 거의 없음. 근데 뭔가를 얻어가고 배운다는 느낌은 없음.,3,mid
상세하게 설명해주시고 교수님이 정말 좋으신 분인 것 같다,5,pos
상세하게 설명해주시고교수님이 좋으신 분인 것 같다,5,pos
상세하게 알려주시고 과제가 많긴했는데 교수님이 좋으신 분인 것 같다,5,pos
"과제 ㅈㄴ 많고, 시험도 개빡셈. 그래도 열심히 해내면 실력은 확실히 보장함.수업력은 좋은 편.",4,pos
기말이 80%인데 분량이 A4 280p라 어이없음ㅋㅋ,3,mid
김경염 교수님 강의 별점 5점은 모두가 공감할거임,5,pos
강의 퀄리티가 상당히 떨어짐. 본인이 하는 것이 아니라 조교가 녹화해서 올리는 방식.교수 본인은 실시간 수업 정도만 진행. 당일 강의가 실시간인지 아닌지를 9시 수업인데 8시에 메일로 알려줌.과제가 진짜 많다. 다른 교수님들 강의 듣는 친구들 보면 이 교수 과제 하나가 그 쪽 한 학기 과제 정도.배우는 것도 많이 없고 얻어가는 것도 없는데 시간은 더럽게 많이 뺏는 과목.안 듣고 미루면 ㅈ될 것 같아서 걍 수강했는데 그래서 더 ㅈ됨. 그냥 무조건 다른 교수님 듣길 추천.본인이 웹프가 완전 처음인 초심자라면 절대 들으면 안됨.,1,neg
파이썬 . 온라인 강의가 비전공자가 배우는 내용과 똑같은 내용임.,2,neg
중간고사 없어요 근데 성적이랑 기말은 모르겟...,3,mid
"팀플 피드백 받을 때 상처 받았음,, 마치 이딴걸 글이라고 써왔냐는 듯한 말투로 서론본론결론이 뭔지 모르냐, 근거가 이상하다 이딴걸 근거라고 자료를 찾아왔냐,,싹 고쳐서 발표 후에는 칭찬 받기는 했는데 교수님으로서 1학년 학생에게 비난이 너무 과하신거 같음,, 말투가 원래 거친분이라고 생각하고 필터링해서 듣는게 좋을듯 까칠하시긴해도 수업도 재밌고 칭찬도 잘 해주심",3,mid
교수님 친절하다..근데 어떻게 중간고사 과제가 A4 6장이야..,2,neg
매주 과제만 풀면되는데 이런과목을 왜 배우는지 모르겠다,3,mid
교수님은 친절하신데 문제는 배우는것에 비해 너무 심화다..시험 그냥 과제수준으로 생각했다가 너무 어렵다,3,mid
이건 학생들을 배려한 수업이 아닌 거 같은 느낌…1을 알려주고 100을 시키심많이 배우는 것도 좋은 확실히 배우는 게 중요하지만 그게 힘든 과목이에요. 혼자 공부하면 된다고 하지만 어느정도 이해가 돼야 혼자해도 커버가 되지..,2,neg
교수님도 잘 가르치시고 과제는 살짝 문제집에서 나올법한 문제라 풀기 괜찮았음,4,pos
"c언어 1~3개월 입문한 정도면 문제 없이 풀 정도의 문제가 나옴 작년(2021)이랑 다르게 첫 인증 문제가 좀 빡세게 나왔는데 구현연습 미리 했으면 풀만함. (1차기준 지능기전 260+, 소융대 타학과 320+이면 통과 됨)미리 1~2시간정도 들여서 혼자서 공부하면 주에 4시간하는거 치고는 가성비 좋게 성적 나오고 이렇게 미리 풀어놓으면 수업공지 포함해서 30분 정도 확인 받으면 자러가도 뭐라 안함. 대신에 시험은 구현 위주니 알고리즘 뒤적거리지 말고 구현 노가다 연습을 주로 하는 걸 추천함.",5,pos
확실히 시험이 지엽적으로 또 굉장한 범위로 출제됩니다 교수님도 너무 좋으시고 수업도 흥미롭지만 확실히 시험과 두번있는 퀴즈가 좀 부담스러울 수 있다는 생각은 들어요 근데 또 꼼꼼히 공부하면 다른 철학이랑 연계되서 도움이 되는거 같기도,4,pos
학생들을 배려해주는 모습이 보이고 강의력도 좋습니다.,5,pos
학생들을 배려해주는게 보이고 잘 가르쳐주셔서 좋음,5,pos
"교수님 강의 엄청 열정적이십니다. 유니미 과제가 조금 많고, 수시 고사도 대면으로 합니다.그래도 저는 다른 과목에서도 변태창 교수님 수업 듣고 싶습니다.",5,pos
인터넷 과제가 보통 매주있음. 강의 이해 하기 쉬움.,5,pos
"질문도 굉장히 잘 받아주시고 교재 이외에도 풀만한 문제들을 많이 주셔서 좋음. 그치만 개념에 대한 설명이 충분하지 못하다고 느낄때가 종종 있어서 교재를 읽고, 다른 책도 찾아보며 공부를 할 때도 있음. 그거빼곤 학생들에게 관심도 정말 많으시고 너무 좋음💜",4,pos
"학생들과 꾸준히 소통하려 하심. 영어수업이라 새내기들 입정에서는 겁날 수도 있지만 피피티만 영어로 되어 있고 용어 해설하면서 수업 진행해 주셔서 겁내지 않아도 좋음. 성적은 정말 공부한 만큼 받아갈 수 있도록 단답형, 서술형도 섞어내시는데 공부 안하고 성적 받아갈 생각은 안하는게 좋음.",5,pos
영어 조금만 할 줄 알면 괜찮음 중간중간에 퀴즈같은거 내주시는데 풀만함 수업에 대한 열정이 꽤 있으심,5,pos
듣지말라면 듣지마 이 ㅅ1ㅂ성적 될 수 있는대로 낮게 주는 사람임4학년이고 뭐고 무자비함,1,neg
강의력은 좀 떨어지십니다 그래도 강의 듣고 책으로 강의 내용 정리하고 시험은 과제 내주시는 거 본인이 혼자 이해하고 풀 수 있으면 쉽게 풀 수 있어요,4,pos
매주 레포트가 좀 빡세긴 한데 조교에 따라 채점 기준이 다른 듯 9시 실험은 좀 빡셈,4,pos
과제 별로 없고 시간도 별로 안 걸림 시험도 쉬운 편,5,pos
캠도 안 키고 좋긴 한데 과제가 좀 많은 편임 조별 과제 발표할 때 교수님이 가끔 반박해주셔서 무서움,4,pos
과제 거의 없고 퀴즈만 가끔 있는 수준 강의 내용도 들을만함,5,pos
과제도 거의 없고 쉬워서 좋음 시험도 쉬운 편인데 영어라 좀 그럼,5,pos
레포트 과제를 거의 매 실험수업마다 제출하는 것 빼고는 수월한 강의이다. 교수님 강의는 최대한 이해시켜 주시려는 교수님의 노력이 대단함. 강의력이 매우 좋으신편.,5,pos
교수님이 친절하시고 메일 답도 빨리 해주십니다팀플이 쉴틈없이 몰아치는건 힘들었어요,4,pos
교수님이 독설 하는거 즐기시는듯..난 아니지만 “이렇게 발표하시면 부끄럽지 않으세요”란 말을 실제로 여러번 하심;근데 난 감상문 앵간하게 써서 별 말 안들음,2,neg
온라인 강의 듣고 수업시간에 예제 푸는 형식인데본인이 풀면서 개인적으로 물어봐야함교수님이 푸는거 보여주시는거나 답지가 따로 안나와서 좀 짜증남 10문제 이하로 매주 과제문제 있는데 노베기준으로 좀 난이도가 있음중간은 어려웠는데 기말때 더 어렵다고 함..,3,mid
과제도 없고 재미있게 들었습니다!강의 시간이 길어서 힘들 줄 알았는데 쉬는 시간도 주셔서 좋았습니다!,4,pos
좋다고생각하면 좋고 나쁘다고 생각하면 한없이 나쁨생각하기나름.,5,pos
전공보다 더 빡셈 다른교수님꺼 들을걸 개후회중 분명 3학점인데 실강에 대면수업만해도 3시간인데 거기다가 추가적으로 매주 동영상강의 2개나 올리심.,1,neg
"일단 고전 독서 인증 시험 이건 찍기 시험이고, 교수님께서 에세이 피드백 해주실 때 너무 꼽 주는 것처럼 말씀하셔서 이게 피드백 받는 시간인지 내가 뭘 잘못해서 혼나고 있는 시간인지 모르겠음...그리고 피드백을 받아도 대체 뭘 원하는 건지 모르겠다..",1,neg
잘 가르쳐주시고 좋습니다 경제학원론 들으실거면 김도환교수님 듣는게 가장 좋을 거 같아요,5,pos
"교수님이 좋으심설명도 잘 해주시고 과제도 정성껏 도와주심단, 과목이 별로임",3,mid
팀플이랑 피드백 조금 빡치긴하는데 그래도 할만한 정도 다만 확실하게 가이드라인이 있었으면 좋을듯,4,pos
교수님 착하시고 쿨하셔서 굉장히 좋아요!시험도 어려워서 다 같이 못 보니까 걱정말고 책 많이 푸세요!,5,pos
C언어 자체가 어렵다는 단점 밖에 없습니다. 교수님이 정말 스윗하시고 학생들에게 관심이 많으십니다.질문도 잘 받아주시고요,5,pos
"ㄹㅇ 3학점인듯한 6학점짜리 수업퀴즈 6번에 중간1,2 기말까지 다해서 거의 매주 시험을 봄객관식인데 맞으면 +5, 틀리면 -1 함부로 찍지도 못함근데 할거는 많은데 얻는것도 그만큼 많다고 생각해요교수님이 정말 열정이 넘치셔서 6학점어치를 가르쳐주셔요신호및시스템을 조졌었는데 이 퀴즈 덕에 반강제적으로 공부하느라이만큼 따라온게 믿기지가 않네요..교수님께 감사드립니다",4,pos
퀴즈 시험 합쳐서 9번 봄 + 객관식 운빨중요함소통을 중시하는듯 얘기하지만 절대적으로 일방향 소통 정신나갈거같음,1,neg
친절하게 잘 가르쳐주시고 문제도 다양하게 풀어주신다. 다만 아쉬운 점은 과제를 할때 배우지 않은 단어들이 가끔 나온다.,4,pos
"과제는 어렵지 않고,  시험 문제도 어렵지 않음.",4,pos
강의 꼼꼼한데 숙제로 나오는 과제는 어렵다..,3,mid
화약류관리기사 따기 전에 보면 너무 좋을듯. 교수님께서 이해하기 쉽게 잘가르쳐주십니다.,5,pos
과제의 양이 많지만 중간고사 공부한다 생각하면서 풀어도 너무 많음,3,mid
교수님이 열심히 가르쳐주심 근데 과제  2개를 시험기간에 내면서 여러분 힘들죠? 라고만 안하셨으면 좋겠음,3,mid
물리 특유의 이론만 알면 틀리는 문제들이 그대로 나온다 예제만 보지 말고 문제집사서 풀어보는걸 추천,3,mid
1학년 1학기는 고3의 연장선이라 할만했으며 과제의 경우도 그닥 어렵진 않았음,3,mid
가장 맘편히 할 수 있고 과제도  퀴즈여서 쉽게 풀수 있음,5,pos
발표자료를 만들따 정확하게 어떤걸 요구하는지 잘모르겠음..,3,mid
2주에 한번씩 과제가 나오는데 난이도가 쎈B정도여서 어렵지 않게 문제를 풀 수있움. 하지만 중간고사 문제수가 많아서  시간이 좀 부족함,3,mid
그냥 교수자질이 없는 사람답도없는 문제를 총 11문제 중에 2개를 끼워놓고 가까운거 고르라고 하는 무지하고 무능한 인간그냥 반도체 독학하는게 스트레스 덜받고 효율도 좋아요,1,neg
설명은 국어책을 읽듯이 프린트종이를 그냥 읽는다는 느낌,3,mid
"솔직히 시험 너무 지엽적으로 내는 것같음, 그래도 수업 자체는 할만함",4,pos
수업때 캠 안 켜서 좋아요 그리고 그렇게 안 빡세요,5,pos
수업 자체는 어렵지 않다만 수업외적인 말씀을 자주 하셔서 중요한 키포인트만 캐치하면 시험은 어렵지 않습니다,3,mid
듣지말고 그냥 다른 학과 거 들으세요. 괜히 후회하지 마시고 그냥 물어보지 말고 다른 교수님 수업 들으세요. 그냥 전부다 별롭니다.,1,neg
"잘 가르쳐 주시지만 과제, 시험 채점 기준이 매우 깐깐하다. 피할 수 있으면 피하길 추천하는 교수님..",2,neg
족보 영향이 조금 큼. 문제 자체는 어렵지 않지만 개념이해를 잘 하고 있어야함. 강의만 꼼꼼히 들으면 됨,4,pos
팀플 누구랑 하느냐에 따라 수업이 갈림.교수님 많이 찾아가는게 점수 잘받는 길,3,mid
그냥 그렇다…. 정말 그냥 그렇다아직까지 잘 모르겠다,2,neg
"교수님이 학생들에게 관심이 많으신게 느껴져요. 무엇보다 성적도 잘 주시려고 하시는 편이시고, 모르는 내용을 질문하면 세세하게 하나씩 답변해주셔서 너무 좋아요!다만 문화콘텐츠와 성서수업이지만 성서비중에 좀 더 큰 것같아요.. 그래도 나름 새로운 이야기를 알아갔고, 교수님이 학점도 너그럽게 주시고 학생들에게 관심도 많이 가져주셔서 좋은 수업이었습니다!",5,pos
"지금까지 들어본 강의 중 당연 최고였습니다. 기초지식 없이도 충분히 이해할 수 있도록 반복해서 알려주십니다. 개념 완벽히 이해하고 수업 중 풀었던 문제, 풀어보라고 주신 연습문제들만 꼼꼼히 풀어봐도 좋은 성적 얻어가실 수 있을 것입니다.",5,pos
봉사시간 채울 수 있으면서 학점도 받아가는거면 나름 좋은 강의라고 생각함,5,pos
이 정도 꿀 교양이면 안 듣는게 손해일 정도로 편하게 한 학기 보낼 수 있음!!,5,pos
편하게 수업 듣기 좋아요! 목소리가 조금 졸리긴 하지만 수업 듣다보면 시간은 잘 가요,5,pos
시험도 그리 어렵지 않고 그냥 공부하면 됨기본적으로 경제에 관심이 없다면 어려울수도...,4,pos
왜 좋은지 모르겠다. 후기들 믿고 수강하면 안되는 이유. 너무 빡센데 빡세다고 좋은건아님.,2,neg
바록 녹강이었지만 교수님께서 항상 웃는 얼굴로 수업에 임해주셔서 영어수업이었음에도 편하게 강의를 들을 수 있었다. 과제도 금방 끝낼 수 있을 정도로 내주시고 시험도 널널하게 칠 수 있었다. 대학영어 과목에 대한 걱정이 없어질만큼 좋은 수업.,5,pos
"교수님 너무 감사합니다....일단 시험은 오픈북이었기에 크게 공부하지 않아도 돼서 너무 좋았어요. 그리고 의사소통 관련수업이다보니 어려운 내용도 없고 무엇보다 일상생활에서 큰 도움을 줄 수 있을 것같아요. 교수님도 귀여우시고, 학생들 한 명 한 명한테 관심을 주신다는게 느껴질 정도로 착하시고 따뜻하세요ㅠㅠㅠ!!그리고 무엇보다 점수도 너그럽게 잘 주시는 편입니다.교수님 감사합니다 사랑합니다.",5,pos
삼성의 별 CIO를 지내신 존경하는 황보현 교수님 만세!,5,pos
과제는 5개로 어렵지않아 쉽게 할 수 있는편이고 시험은 주신 자료를 바탕으로 출제된다. 다만 바탕화면만 켜놓고 수업한다는 점에서 아쉬움이 든다.,4,pos
아래 강의평 말대로 독학 강의 맞음 사이트 보고 읽어주시면서 알려주시긴 한데 가끔 뭐라 하시는지 안들릴때도 있고 설명 자체를 잘하시는 건 아닌 것 같음 독학할 의지가 있고 하면 편하게 듣기는 좋은 것 같음 과제는 전부 팀플이고 5개 있음. 시험 같은건 중간 전에 퀴즈 한번 중간고사 기말 전에 퀴즈 한번 기말 보는 것 같음. 시험 난이도 자체는 보통이고 개념 위주로 물어보는게 많았음 코드 짜거나 이런거 아님.,3,mid
시험 범위 자체는 넓긴 함 근데 강의 한번이라도 듣고 시험 보기 전에 읽었으면 무난하게 시험 볼 수 있을 정도로 배우는 정보 자체도 쉽고 시험 난이도도 쉬움. 전보다 꿀이 아니라는 말도 많은데 난 첨들어서 모르겠지만 나는 아직도 꿀이라고 생각함. 과제 양은 조금 많은 것 같음 5개.. 윤리 관련이나 사이버 범죄 사례 등 레포트 과제로 5개라 좀 귀찮긴 함 근데 온라인강의이니만큼 편하게 듣기는 좋은듯,5,pos
기본 개념부터 계속 반복하고 쉽게 알려주려고 하시는 것 같음 이미 일본어 알고있는 상태에서 듣고 있는데 일본어 무난하게 할 정도면 수업 안들어도 시험 그냥 봐도 될 난이도임 시험 자체는 쉽긴 함 과제도 무난하게 문법 정리나 단어정리 일본어 아는 사람한테는 꿀강인거같음,5,pos
갓실로 교수님. 학생들의 입장을 배려하는 교수님이세요 강의도 정말 잘 가르칩니다!,5,pos
수시시험이 생각보다 어렵습니다. 매번 맞춰서 치는것도 귀찮긴 하지만 필수라..,3,mid
교수님 친절하게 잘 설명해주세요과제 매주 있지만 수업 잘 들을면 충분히 할 수 있어요,5,pos
강의마다 레포트 최소한장 작성해야함. 내용은 이해하기 쉽게 가르치시는데 레포트 일주일에 1장쓰는게 무지 귀찮을거임. 이강의 들을때면 2시간씩은 요약하느라쓰는듯 진빠짐.,1,neg
최악. 오픈북아님. 이제 더이상 꿀아닌듯. 과제도 레포트 써야할양이 좀 많음,1,neg
"교수님 사랑합니다♡♡♡ 갓근희 교수님 진짜 영하시고 트렌디하시고 학생들이랑 소통하시려고 많이 노력하심 실제로 엄청 유쾌하시고 점수도 엄청 잘 주시고 그냥 짱. 비대면 중간고사 오픈북으로 캠 두 개 켜고 화면 비추면서 시험 쳤음 1시간에 6문제 서술형인데 오픈북이라서 공부 안 하고도 만점 나옴 평소 필기해뒀던 거 참조해서 내 생각과 경험 덧붙여서 풍부하게 쓰면 만점 원만하게 나오는 듯 글을 바로바로 쓰지 않으면 시간은 쪼~끔 타임어택일 수 있음! 과제도 일주일에 한 번 1쪽 분량 쓰면 되는데 부담 될 정도는 아니고, 과제 낸 주에 학생들이 쓴 과제 하나하나 읽어보시고 정리하셔서 다같이 공유해주시는데 정성에 애정 가득하심... 내용도 의사소통이라 우리 삶이랑 밀접해서 너무 재밌음 다만 피피티랑 수업 준비하실 때 인터넷 블로그를 참조하시는듯 찾아보니 수업 내용이 그냥 공개된 블로그에 버젓이 나오긴 했음 이것만 빼면 진짜 대박 너무 좋은 수업 교수님 진짜 짱",5,pos
진짜 쉽고 전혀 심화가 아니니까 꼭 들으세요 정말 꿀교양이고 영어 실력에 자신없는 분들도 무리없이 들을 수 있는 정도니까 완전 꿀교양이에요,5,pos
교수님도 너무 좋으시고 내용도 생각보다 깊게 들어가서 너무 좋아요. 저는 그리스 로마 신화를 워낙 좋아하고 관련 분야에 관심이 많아서 정말 재밌게 들었는데 안그런 분들이 듣기에는 확실히 좀 힘들 것 같다는 느낌이 들어요. 조별과제도 없고 캠도 안키는 편한 수업이기는 한데 문제를 꼼꼼하게 내셔서 쉬운 교양이라고는 못하겠네요.,4,pos
이보다 최악일 수 있을까..뒤진다 진짜어떤 식으로든 다시는 안 만나고 싶음,1,neg
이 과목 A+ 맞을 수 있는 공부습관을 가지고 있다면 넌 과탑이야^^교수님 수업 필기 꼼꼼하게 챙겨야되고 특히 교수님이 대충 시험에 낼겁니다 하는 시그널이 있는데 그 부분 잘 정리해야됨수업도 열의 있게 잘 하시고 아래 강의평 말대로 딕션도 훌륭해서 잘 들림. 근데 매주 점검문제 퀴즈형태로 보시고 그날 배운 것도 점검 문제로 풀게 하기 때문에 정신 바짝 차리고 수업 집중하고 복습도 철저히 해야함비대면으로도 힘들었는데 이제 대면으로 들을 생각하니까 눈앞이 ㅈㄴ깜깜하다 파이팅,4,pos
과제는 정답보다는 제출한거에 의의를 두시는것같음시험도 매우쉬운편 조금만 공부하면 학점 좋게 받을 수 있음,5,pos
과제는 없고 퀴즈 두 번에 중간 기말 봐요음 .. 교수님은 좋으신데 그리스로마신화 범위가 워낙 많다보니..어릴 때 읽던 만화책 딱 그 깊이까지만 공부하고 싶으시면 비추천해요 그냥 유튜브 보세요..세세하게 이름 하나하나 유래나 어원도 알아야 합니다 시험은 지엽적으로 출제되는 것 같아요그냥 편하게 듣고 싶으시면 듣지 마세요..역사를 사랑하는 분만 들으시길,2,neg
"꿀교양,, 과제도 어렵지 않고 절평이어서 그런지 성적도 엄청 잘 주시는것 같다",5,pos
너무 좋으신 교수님. 솔직히 중국어 잘하면 중입에서 아무 분반 들어도 됨. 근데 중국어 노베다? 꼭 이은주 교수님 수업 들으시길 제발..,5,pos
솔직히 이과 수학 처음이라 이해가 잘 안가고 저는 과제도 버거웠는데 어떻게든 열심히 하다보니 점수는 잘 나왔어요. 학점 잘 주시는듯ㅎ,5,pos
강의평 보고 걱정했는데 생각보다 교수님 좋으심. 논문만 좀 뒤져서 내용 이해하면 되고 생각할 거리가 별로 없어서 문글보다 훨씬 나았습니다.,4,pos
내용은 많고 팀플은 기준이 뭔지 모르겠음그래두 교수님은 뭔가 열심히 설명하려고 하셔서열심히 들으면 도움될 것 같다!,4,pos
수업 책사서 독학했는데 학점은 잘나와서 만족한 강의,5,pos
봉사를 강제로 시키지마라. 20부터 교선이라 부럽다,1,neg
"진짜 갓승희!!!!!! 그냥 아무 생각 없이 잡았는데과거의 내가 소중해지는 강의였어요..왓 이런게 대학 강의구나 느끼면서 들었고,시험은 공부만 하면 무난히 풀 수 있는 난이도였어요무엇보다 교수님 목소리, 발음 너무 좋으셔서 행복했습니다이해 진짜 잘되니까 뼛속까지 문과인 분 무조건 이 수업 잡으세요!!!!!!!",5,pos
이해하기 쉽게 설명 잘 해주시고 성적도 후하게 주심!!강의력 정말 좋으시고 교안도 보기 쉽게 정리되어 있음,5,pos
세종강제봉사-030(h)21세기 인력착취,1,neg
과제 많았지만 간단히 할 수 있는 것들 성적 잘 주시고 친절하심,5,pos
팀플 있기는 했지만 어려운 거 아니라서 괜찮았어요 학점 후한 것 같아요,5,pos
과제도 별로 없고 시험도 쉽고 학점도 잘 주심!!!,5,pos
대동제라고 일주일 온라인 녹강수업하심. 설명잘하시고 깔끔하고. 과제랑 시험은 모든 미적분반 공통이니 딱히 할말이없음.,5,pos
에이쁠 받았습니다! PPT 다 암기하신 후에 꼼꼼하고 자세하게 답안 써서 제출했어요 ㅎㅎ 수업 내용도 너무 좋으셨고 시험도 까다롭지 않았어요! 노력만 충분히 하면 에이쁠은 쉽게 받아가실 수 있을 거예요!,5,pos
영상 안보고 그냥 풀면 됨. 여러번 시도 가능해서 풀다보면 통과해요 10분만 투자하면 1학점 받을 수 있는 꿀강,5,pos
영상 몇개 보고 퀴즈 3개 푸는건뎅 꿀강몇분안에 다 끝내서 이게 맞나 싶음.. 게을러도 빨리 끝내세요ㅎㅎ,5,pos
영상 안 보고 문제만 풀어도 됩니다. 시험기간에 공부하기 싫어서 퀴즈 풀었는데 진지하게 이수하는데 3분 안 걸린 듯,5,pos
영강말고 국강 추천합니다.어짜피 교수님들 돌아가시면서 수업하셔서 내용자체는 다른 분빈과 같으나 영어라서 수업 들을때나 요약과제가 다른 분반보다 힘듭니다,2,neg
퀴즈 있어서 좀 귀찮음수업은 잘하시는 편이다공부 열심히 안하면 성적 망함좀 열심히 해야 성적 잘나옴,3,mid
할거 그렇게 많은편은 아니나 수업시간에 하는 내용이나 과제가 하나끝나기 전에 다른게 나오고 하는식으로 겹치는게 좀 있는데정신안차리면 놓칠수도 있을것 같다는 생각이 든다그래도 추천할수있다다른 교수님과 비교해 객관적으로 꿀강인편,4,pos
다른 교수님들에 비해 꽉 채워서 수업하심과제 점수 깐깐한편수업시간 오버 많은편비추까지는 아니어도 추천은 아니다무난하신 교수님,3,mid
천사같은 교수님좋은 강의력어렵지 않은 수업과 시험,5,pos
"강의를 수강하는 학생들 이름을 다 외우실정도로 학생에 신경을 많이 쓰시고 플립드 클래스라는 본질을 잘 알고 계시는 것 같습니다. 토론과 발표시간에 학생을 주도로 진행하게 사회자 위치에서 조율하시고, 글쓰기 피드백도 섬세하게 해주십니다. 별 하나는 진짜 교수님을 숭배하는 학생으로서도 도저히 커버가 안되는 강의력때문에 깎습니다.",4,pos
