review,star,pos_neg,clean_review
그냥 그렇다…. 정말 그냥 그렇다아직까지 잘 모르겠다,2,neg,그냥 그렇다 정말 그냥 그렇다 직 까지 자다 모르다
"교수님이 학생들에게 관심이 많으신게 느껴져요. 무엇보다 성적도 잘 주시려고 하시는 편이시고, 모르는 내용을 질문하면 세세하게 하나씩 답변해주셔서 너무 좋아요!다만 문화콘텐츠와 성서수업이지만 성서비중에 좀 더 큰 것같아요.. 그래도 나름 새로운 이야기를 알아갔고, 교수님이 학점도 너그럽게 주시고 학생들에게 관심도 많이 가져주셔서 좋은 수업이었습니다!",5,pos,교수 학생 에게 관심 많다 신다 느껴지다 무엇 보다 성적 자다 주다 하다 편 이시고 모르다 내용 을 질문 하다 세다 하나 씩 답변 해주다 너무 좋다 다만 문화 콘텐츠 와 성 서 수업 이지만 성 서 비중 에 좀 더 크다 같다 그래도 나름 새롭다 이야기 를 알 가다 교수 학점 너그럽다 주시 고 학생 에게 관심 많이 가다 좋다 수업 이다
"지금까지 들어본 강의 중 당연 최고였습니다. 기초지식 없이도 충분히 이해할 수 있도록 반복해서 알려주십니다. 개념 완벽히 이해하고 수업 중 풀었던 문제, 풀어보라고 주신 연습문제들만 꼼꼼히 풀어봐도 좋은 성적 얻어가실 수 있을 것입니다.",5,pos,지금 까지 들다 보다 강의 중 당 연 최고 이다 기초 지식 없다 충분하다 이해 하다 있다 반복 하다 알다 개념 완벽하다 이해 하고 수업 중 풀다 문제 풀다 보라 고 주신 연습 문제 만 꼼꼼하다 풀다 보다 좋다 성적 얻다 있다 이다
봉사시간 채울 수 있으면서 학점도 받아가는거면 나름 좋은 강의라고 생각함,5,pos,봉사 시간 채우다 있다 학점 받다 나름 좋다 강의 라고 생각 함
이 정도 꿀 교양이면 안 듣는게 손해일 정도로 편하게 한 학기 보낼 수 있음!!,5,pos,정도 꿀 교양 면 안 듣다 손해 일 정도 로 편하다 하다 학기 보내다 있다
편하게 수업 듣기 좋아요! 목소리가 조금 졸리긴 하지만 수업 듣다보면 시간은 잘 가요,5,pos,편하다 수업 듣기 좋다 목소리 조금 졸리다 하지만 수업 듣다 보다 시간 자다 가요
시험도 그리 어렵지 않고 그냥 공부하면 됨기본적으로 경제에 관심이 없다면 어려울수도...,4,pos,시험 그리다 어렵다 않다 그냥 공부 하다 되다 기본 적 으로 경제 에 관심 없다 어리다
왜 좋은지 모르겠다. 후기들 믿고 수강하면 안되는 이유. 너무 빡센데 빡세다고 좋은건아님.,2,neg,왜 좋다 모르다 후기 믿다 수강 하다 안되다 이유 너무 빡센데 빡세 다 고 좋다 건아
바록 녹강이었지만 교수님께서 항상 웃는 얼굴로 수업에 임해주셔서 영어수업이었음에도 편하게 강의를 들을 수 있었다. 과제도 금방 끝낼 수 있을 정도로 내주시고 시험도 널널하게 칠 수 있었다. 대학영어 과목에 대한 걱정이 없어질만큼 좋은 수업.,5,pos,바록 녹강 이다 교수 께서 항상 웃다 얼굴 로 수업 에 임 해주다 영어 수업 이다 편하다 강의 를 들다 있다 과제 금방 끝내다 있다 정도 로 내주다 시험 널 널다 칠 있다 대학 영어 과목 에 대한 걱정 없어지다 좋다 수업
"교수님 너무 감사합니다....일단 시험은 오픈북이었기에 크게 공부하지 않아도 돼서 너무 좋았어요. 그리고 의사소통 관련수업이다보니 어려운 내용도 없고 무엇보다 일상생활에서 큰 도움을 줄 수 있을 것같아요. 교수님도 귀여우시고, 학생들 한 명 한 명한테 관심을 주신다는게 느껴질 정도로 착하시고 따뜻하세요ㅠㅠㅠ!!그리고 무엇보다 점수도 너그럽게 잘 주시는 편입니다.교수님 감사합니다 사랑합니다.",5,pos,교수 너무 감사하다 일단 시험 오픈 북 이다 크게 공부 하다 않다 돼다 너무 좋다 그리고 의사소통 관련 수업 이다 보다 어렵다 내용 없다 무엇 보다 일상생활 에서 크다 도움 을 줄 있다 같다 교수 귀엽다 학생 하다 명 하다 명 한테 관심 을 주다 느껴지다 정도 로 착하다 따뜻하다 ㅠㅠㅠ 그리고 무엇 보다 점수 너그럽다 자다 주시 편입 니 다 교수 감사하다 사랑 하다
삼성의 별 CIO를 지내신 존경하는 황보현 교수님 만세!,5,pos,삼성 별 를 지내다 존경 하다 황보 현 교수 만세
과제는 5개로 어렵지않아 쉽게 할 수 있는편이고 시험은 주신 자료를 바탕으로 출제된다. 다만 바탕화면만 켜놓고 수업한다는 점에서 아쉬움이 든다.,4,pos,과제 개 로 어렵다 않다 쉬다 하다 있다 편이 고 시험 주신 자료 를 바탕 으로 출제 되다 다만 바탕화면 만 켜다 수업 한다는 점 에서 아쉬움 들다
아래 강의평 말대로 독학 강의 맞음 사이트 보고 읽어주시면서 알려주시긴 한데 가끔 뭐라 하시는지 안들릴때도 있고 설명 자체를 잘하시는 건 아닌 것 같음 독학할 의지가 있고 하면 편하게 듣기는 좋은 것 같음 과제는 전부 팀플이고 5개 있음. 시험 같은건 중간 전에 퀴즈 한번 중간고사 기말 전에 퀴즈 한번 기말 보는 것 같음. 시험 난이도 자체는 보통이고 개념 위주로 물어보는게 많았음 코드 짜거나 이런거 아님.,3,mid,아래 강의 평 말 대로 독학 강의 맞다 사이트 보고 읽다 알다 한데 가끔 뭐라다 하다 안 들리다 때 있다 설명 자체 를 잘 하다 건 아니다 같다 독학 하다 의지 있다 하다 편하다 듣기 좋다 같다 과제 전부 팀플 이고 개 있다 시험 같다 중간 전 에 퀴즈 한번 중간고사 기 말 전 에 퀴즈 한번 기 말 보다 같다 시험 난이도 자체 보통 이고 개념 위주 로 물어보다 많다 코드 짜다 이렇다 아니다
시험 범위 자체는 넓긴 함 근데 강의 한번이라도 듣고 시험 보기 전에 읽었으면 무난하게 시험 볼 수 있을 정도로 배우는 정보 자체도 쉽고 시험 난이도도 쉬움. 전보다 꿀이 아니라는 말도 많은데 난 첨들어서 모르겠지만 나는 아직도 꿀이라고 생각함. 과제 양은 조금 많은 것 같음 5개.. 윤리 관련이나 사이버 범죄 사례 등 레포트 과제로 5개라 좀 귀찮긴 함 근데 온라인강의이니만큼 편하게 듣기는 좋은듯,5,pos,시험 범위 자체 넓다 함 근데 강의 한번 이라도 듣다 시험 보기 전 에 읽다 무난 하다 시험 볼 있다 정도 로 배우다 정보 자체 쉬다 시험 난이도 쉬움 전보 다 꿀 아니다 말 많다 난 첨 들어서다 모르다 나 아직도 꿀 이라고 생각 함 과제 양은 조금 많다 같다 개 윤리 관련 이나 사이버 범죄 사례 레포트 과제 로 개 라 좀 귀찮다 함 근데 온 라인강 이다 편하다 듣기 좋다 듯
기본 개념부터 계속 반복하고 쉽게 알려주려고 하시는 것 같음 이미 일본어 알고있는 상태에서 듣고 있는데 일본어 무난하게 할 정도면 수업 안들어도 시험 그냥 봐도 될 난이도임 시험 자체는 쉽긴 함 과제도 무난하게 문법 정리나 단어정리 일본어 아는 사람한테는 꿀강인거같음,5,pos,기본 개념 부터 계속 반복 하고 쉬다 알다 하다 같다 이미 일본어 알다 상태 에서 듣다 있다 일본어 무난 하다 하다 정도 면 수업 안 들다 시험 그냥 보다 되다 난이도 임 시험 자체 쉬다 함 과제 무난 하다 문법 정리 나 단어 정리 일본어 알다 사람 한테 늘다 꿀강 인거 같다
갓실로 교수님. 학생들의 입장을 배려하는 교수님이세요 강의도 정말 잘 가르칩니다!,5,pos,갓 실로 교수 학생 입장 을 배려 하다 교수 이세 요 강의 정말 자다 가르치다
수시시험이 생각보다 어렵습니다. 매번 맞춰서 치는것도 귀찮긴 하지만 필수라..,3,mid,시 시험 생각 보다 어렵다 매번 맞추다 치다 귀찮다 하지만 필수 라
교수님 친절하게 잘 설명해주세요과제 매주 있지만 수업 잘 들을면 충분히 할 수 있어요,5,pos,교수 친절하다 자다 설명 해주다 과제 매주 있다 수업 자다 들다 충분하다 하다 있다
강의마다 레포트 최소한장 작성해야함. 내용은 이해하기 쉽게 가르치시는데 레포트 일주일에 1장쓰는게 무지 귀찮을거임. 이강의 들을때면 2시간씩은 요약하느라쓰는듯 진빠짐.,1,neg,강의 마다 레포트 최소한 장 작성 하다 함 내용 이해 하다 쉬다 가르치다 레포트 일주일 에 장 쓰다 무지 귀찮다 임 이강 들다 때 면 시간 씩 요약 하다 쓰다 진 빠지다
최악. 오픈북아님. 이제 더이상 꿀아닌듯. 과제도 레포트 써야할양이 좀 많음,1,neg,최악 오픈 북 아니다 이제 더 이상 꿀 아니다 과제 레포트 써다 할양 좀 많다
"교수님 사랑합니다♡♡♡ 갓근희 교수님 진짜 영하시고 트렌디하시고 학생들이랑 소통하시려고 많이 노력하심 실제로 엄청 유쾌하시고 점수도 엄청 잘 주시고 그냥 짱. 비대면 중간고사 오픈북으로 캠 두 개 켜고 화면 비추면서 시험 쳤음 1시간에 6문제 서술형인데 오픈북이라서 공부 안 하고도 만점 나옴 평소 필기해뒀던 거 참조해서 내 생각과 경험 덧붙여서 풍부하게 쓰면 만점 원만하게 나오는 듯 글을 바로바로 쓰지 않으면 시간은 쪼~끔 타임어택일 수 있음! 과제도 일주일에 한 번 1쪽 분량 쓰면 되는데 부담 될 정도는 아니고, 과제 낸 주에 학생들이 쓴 과제 하나하나 읽어보시고 정리하셔서 다같이 공유해주시는데 정성에 애정 가득하심... 내용도 의사소통이라 우리 삶이랑 밀접해서 너무 재밌음 다만 피피티랑 수업 준비하실 때 인터넷 블로그를 참조하시는듯 찾아보니 수업 내용이 그냥 공개된 블로그에 버젓이 나오긴 했음 이것만 빼면 진짜 대박 너무 좋은 수업 교수님 진짜 짱",5,pos,교수 사랑 하다 갓 근 희 교수 진짜 영 하다 트렌디 하다 학생 이랑 소통 하다 많이 노력 심 실제 로 엄청 유쾌하다 점수 엄청 자다 주시 고 그냥 짱 비대 면 중간고사 오픈 북 으로 캠 두 개 켜다 화면 비추다 시험 치다 시간 에 문제 서술 형 인데 오픈 북 이라서 공부 안 하고도 만점 나오다 평소 필기 하다 두다 거 참조 하다 내 생각 과 경험 덧붙이다 풍부하다 쓰다 만점 원만하다 나오다 듯 글 을 바로바로 쓰다 않다 시간 쪼 끄다 타임 어 택일 있다 과제 일주일 에 하다 번 쪽 분량 쓰다 되다 부담 되다 정도 아니다 과제 내다 에 학생 쓸다 과제 하나 하나 읽다 보시 고 정리 하다 다 같이 공유 해주다 정성 에 애정 가득하다 심 내용 의사소통 이라 우리 삶 이랑 밀접하다 너무 재밌다 다만 피피티 랑 수업 준비 하다 때 인터넷 블로그 를 참조 하다 찾아보다 수업 내용 그냥 공개 되다 블로그 에 버젓이 나오다 하다 만 빼다 진짜 대박 너무 좋다 수업 교수 진짜 짱
진짜 쉽고 전혀 심화가 아니니까 꼭 들으세요 정말 꿀교양이고 영어 실력에 자신없는 분들도 무리없이 들을 수 있는 정도니까 완전 꿀교양이에요,5,pos,진짜 쉬다 전혀 심화 아니다 꼭 들다 정말 꿀 교양 이고 영어 실력 에 자신 없다 분 무리 없이 들다 있다 정도 니까 완전 꿀 교양 이에요
교수님도 너무 좋으시고 내용도 생각보다 깊게 들어가서 너무 좋아요. 저는 그리스 로마 신화를 워낙 좋아하고 관련 분야에 관심이 많아서 정말 재밌게 들었는데 안그런 분들이 듣기에는 확실히 좀 힘들 것 같다는 느낌이 들어요. 조별과제도 없고 캠도 안키는 편한 수업이기는 한데 문제를 꼼꼼하게 내셔서 쉬운 교양이라고는 못하겠네요.,4,pos,교수 너무 좋다 내용 생각 보다 깊다 들어가다 너무 좋다 저 그리스 로마 신화 를 워낙 좋아하다 관련 분야 에 관심 많다 정말 재밌다 들다 안 그렇다 분 듣기 에는 확실하다 좀 힘들다 같다 느낌 들다 조 별 과제 없다 캠 안키 편하다 수업 이기다 한데 문제 를 꼼꼼하다 내다 쉽다 교양 이라고는 못 하다
이보다 최악일 수 있을까..뒤진다 진짜어떤 식으로든 다시는 안 만나고 싶음,1,neg,이보 다 최악 일 있다 뒤지다 진짜 어떻다 식 으로 들다 다시다 안 만나다 싶다
이 과목 A+ 맞을 수 있는 공부습관을 가지고 있다면 넌 과탑이야^^교수님 수업 필기 꼼꼼하게 챙겨야되고 특히 교수님이 대충 시험에 낼겁니다 하는 시그널이 있는데 그 부분 잘 정리해야됨수업도 열의 있게 잘 하시고 아래 강의평 말대로 딕션도 훌륭해서 잘 들림. 근데 매주 점검문제 퀴즈형태로 보시고 그날 배운 것도 점검 문제로 풀게 하기 때문에 정신 바짝 차리고 수업 집중하고 복습도 철저히 해야함비대면으로도 힘들었는데 이제 대면으로 들을 생각하니까 눈앞이 ㅈㄴ깜깜하다 파이팅,4,pos,과목 맞다 있다 공부 습관 을 가지 고 있다 넌 과탑 이야 교수 수업 필기 꼼꼼하다 챙기다 고 특히 교수 대충 시험 에 낼 겁니다 하다 시그널 있다 그 부분 자다 정리 하다 되다 수업 열의 있다 자다 하다 아래 강의 평 말 대로 딕션 훌륭하다 자다 들리다 근데 매주 점검 문제 퀴즈 형태 로 보시 고 그날 배우다 점검 문제 로 풀 게 하다 때문 에 정신 바짝 차리다 수업 집중 하고 복습 철저하다 하다 함 비대 면 으로도 힘들다 이제 대면 으로 들다 생각 하다 눈앞 ㅈㄴ 깜깜 하다 파이팅
과제는 정답보다는 제출한거에 의의를 두시는것같음시험도 매우쉬운편 조금만 공부하면 학점 좋게 받을 수 있음,5,pos,과제 정답 보다는 제출 거 에 의의 를 두다 같다 시험 매우 쉽다 편 조금 만 공부 하다 학점 좋다 받다 있다
과제는 없고 퀴즈 두 번에 중간 기말 봐요음 .. 교수님은 좋으신데 그리스로마신화 범위가 워낙 많다보니..어릴 때 읽던 만화책 딱 그 깊이까지만 공부하고 싶으시면 비추천해요 그냥 유튜브 보세요..세세하게 이름 하나하나 유래나 어원도 알아야 합니다 시험은 지엽적으로 출제되는 것 같아요그냥 편하게 듣고 싶으시면 듣지 마세요..역사를 사랑하는 분만 들으시길,2,neg,과제 없다 퀴즈 두 번 에 중간 기 말 보다 요음 교수 좋다 데 그리스 로마신화 범위 워낙 많다 보다 어리다 때 읽다 만화책 딱 그 깊이 까지만 공부 하고 싶다 비추다 천해 요 그냥 유튜브 보다 세다 이름 하나 하나 유래 나 어원 알다 하다 시험 지 엽 적 으로 출제 되다 같다 그냥 편하다 듣다 싶다 듣다 말다 역사 를 사랑 하다 분만 들다
"꿀교양,, 과제도 어렵지 않고 절평이어서 그런지 성적도 엄청 잘 주시는것 같다",5,pos,꿀 교양 과제 어렵다 않다 절평 이어서 그렇다 성적 엄청 자다 주다 같다
너무 좋으신 교수님. 솔직히 중국어 잘하면 중입에서 아무 분반 들어도 됨. 근데 중국어 노베다? 꼭 이은주 교수님 수업 들으시길 제발..,5,pos,너무 좋다 교수 솔직하다 중국어 잘 하다 중입 에서 아무 분반 들다 되다 근데 중국어 노 베다 꼭 이은주 교수 수업 들다 제발
솔직히 이과 수학 처음이라 이해가 잘 안가고 저는 과제도 버거웠는데 어떻게든 열심히 하다보니 점수는 잘 나왔어요. 학점 잘 주시는듯ㅎ,5,pos,솔직하다 이과 수학 처음 이라 이해 자다 안 가다 저 과제 버겁다 어떻 게 든 열심히 하다 보다 점수 자다 나오다 학점 자다 주다 ㅎ
강의평 보고 걱정했는데 생각보다 교수님 좋으심. 논문만 좀 뒤져서 내용 이해하면 되고 생각할 거리가 별로 없어서 문글보다 훨씬 나았습니다.,4,pos,강의 평 보고 걱정 하다 생각 보다 교수 좋다 심 논문 만 좀 뒤지다 내용 이해 하다 되다 생각 하다 거리 별로 없다 문 글 보다 훨씬 나다
내용은 많고 팀플은 기준이 뭔지 모르겠음그래두 교수님은 뭔가 열심히 설명하려고 하셔서열심히 들으면 도움될 것 같다!,4,pos,내용 많다 팀플 기준 뭔 지 모르다 그렇다 교수 뭔가 열심히 설명 하다 하다 열심히 들다 도움 되다 같다
수업 책사서 독학했는데 학점은 잘나와서 만족한 강의,5,pos,수업 책사 서 독학 하다 학점 잘나오다 만족하다 강의
봉사를 강제로 시키지마라. 20부터 교선이라 부럽다,1,neg,봉사 를 강제 로 시키다 부터 교선 이라 부럽다
"진짜 갓승희!!!!!! 그냥 아무 생각 없이 잡았는데과거의 내가 소중해지는 강의였어요..왓 이런게 대학 강의구나 느끼면서 들었고,시험은 공부만 하면 무난히 풀 수 있는 난이도였어요무엇보다 교수님 목소리, 발음 너무 좋으셔서 행복했습니다이해 진짜 잘되니까 뼛속까지 문과인 분 무조건 이 수업 잡으세요!!!!!!!",5,pos,진짜 갓 승희 그냥 아무 생각 없이 잡다 과거 내 소중하다 강의 이다 왓 이렇다 대학 강의 구나 느끼다 들다 시험 공부 만 하다 무난 히 풀 있다 난이도 이다 무엇 보다 교수 목소리 발음 너무 좋다 행복하다 이해 진짜 잘 되다 뼛속 까지 문과 인 분 무조건 수업 잡다
이해하기 쉽게 설명 잘 해주시고 성적도 후하게 주심!!강의력 정말 좋으시고 교안도 보기 쉽게 정리되어 있음,5,pos,이해 하다 쉬다 설명 자다 해주시 고 성적 후 하다 주심 강의 력 정말 좋다 교 안도 보기 쉬다 정리 되어다 있다
세종강제봉사-030(h)21세기 인력착취,1,neg,세종 강제 봉사 세기 인력 착취
과제 많았지만 간단히 할 수 있는 것들 성적 잘 주시고 친절하심,5,pos,과제 많다 간단하다 하다 있다 성적 자다 주시 고 친절하다 심
팀플 있기는 했지만 어려운 거 아니라서 괜찮았어요 학점 후한 것 같아요,5,pos,팀 플 있다 하다 어렵다 거 아니다 괜찮다 학점 후 같다
과제도 별로 없고 시험도 쉽고 학점도 잘 주심!!!,5,pos,과제 별로 없다 시험 쉬다 학점 자다 주심
전공 두개 합친만큼 신경써야 점수가 나오는 신기한 강의,2,neg,전공 두 개 합치다 신경 써다 점수 나오다 신기하다 강의
재수강하러갑니다.시험 대부분 문제가 주관식으로 나오는데 구절 빈칸넣기라던가 스토리보다는 세세한 내용 알아야 풀수있음,1,neg,재수강 하다 가다 시험 대부분 문제 주관 식 으로 나오다 구절 빈칸 넣기 라던가 스토리 보다는 세다 내용 알다 풀다
성적 너그러이주심. 강의력은 조금부족하긴한데 설명잘해주심,3,mid,성적 너그럽다 주심 강의 력 조금 부족하다 설명 잘해주다 심
1. 수강 자체는 굉장히 편함2. 기말고사는 어려운데 패스 자체에 영향을 미치진 않는듯,4,pos,수강 자체 굉장하다 편하다 기말고사 어렵다 패스 자체 에 영향 을 미치다 않다
1. 교수님이 인도사 전공으로 사실상 쟁점인도사2. 과제가 소소하게 많지만 어렵거나 시간이 많이 오래 과제는 아님,5,pos,교수 인도 사 전공 으로 사실 상 쟁점 인 도사 과제 소소하다 많다 어렵다 시간 많이 오래 과제 아니다
"1. 별도의 과제는 없으나 팀플 발표 있음, 발표 점수는 학생이 매기는 방식이나 학점에 영향이 크진 않은듯2. 시험 전 주쯤에 시험 범위 가르쳐 주시니 그때부터 공부해도 됨3. 코로나 학기로 시험은 오픈북 논술형이었음, 일단 쭉 나열한 다음에 자기 의견 간단하게 넣으면 됨, 다만 시간이 촉박한듯",5,pos,별도 과제 없다 팀 플 발표 있다 발표 점수 학생 매기 방식 이나 학점 에 영향 크다 않다 시험 전 쯤 에 시험 범위 가르치다 주시 니 그때 부터 공부 하다 되다 코로나 학기 로 시험 오픈 북 논술 형 이다 일단 쭉 나열하다 다음 에 자기 의견 간단하다 넣다 되다 다만 시간 촉박하다
교수님이 강의력이 워낙 좋으세요! 확실히 얻어가는 수업이 되실 거예요!,4,pos,교수 강의 력 워낙 좋다 확실하다 얻다 수업 되다 거 예요
"돔황챠..시험 어려움, 지엽적책 4권 과제 8개, 한개당 1.5페이지강의 부담없음 짧고 간결교수님은 괜찮은 분이신거 같음",2,neg,돔황챠 시험 어려움 지 엽 적 책 권 과제 개 한개 당 페이지 강의 부담 없다 짧다 간결 교수 괜찮다 분 이신 거 같다
교수님들마다 강의가 달라서 재밌고 미래 이야기를 많이 해주셔서 좋았습니다 하지만 시험 형식과 질문이 예상과 달랐습니다,4,pos,교수 들다 강의 달라 서 재밌다 미래 이야기 를 많이 해주다 좋다 하지만 시험 형식 과 질문 예상 과 다르다
야노 교수님이 설명도 잘 해주시고 질문도 많이하셔서 집중하면 늘 것 같긴하지만... 일본어로 질문하시면 히라가나만 아는 저로써는 굉장히 당황스럽고 따라가기 힘들었습니다 물론 더 공부를 해서 따라갈 수도 있겠지만 전 조금 어려웠습니다.. 교수님 자체는 괜찮습니다!,3,mid,야노 교수 설명 자다 해주시 고 질문 많이 하다 집중 하다 늘 같다 일본어 로 질문 하다 히라가나 만 알다 저 로써 굉장하다 당황 스럽다 따라가다 힘들다 물론 더 공부 를 하다 따라가다 수도 있다 전 조금 어렵다 교수 자체 괜찮다
부족한 점을 많이 말해주시며 피드백을 많이 해주신다,2,neg,부족하다 점 을 많이 말 해주다 피드백 을 많이 해주다
교수님 이번이 세종대에서 첫강의심. 중간고사는 공부를 많이 못해서 성적이 썩 좋진 않지만 3번정도 정독했으면 결과 좋았을듯함. 중간에 성적이 대체적으로 잘나오고 기말은 조금 어려울거라고 말씀하신것 보니 성적안나온건 공부안한 본인탓임.. 나포함ㅠ과제는 총 3갠데 주제가 절때 어려운편이 아님. 학생들 편의를 최대한 봐주시려는건 있는데 교수님 표현이 조금 무뚝뚝하신 편인듯ㅎ,5,pos,교수 이번 세종대 에서 첫 강의 심 중간고사 공부 를 많이 못 하다 성적 썩 좋다 않다 번 정도 정독 하다 결과 좋다 함 중간 에 성적 대 체적 으로 잘나오다 기 말 조금 어리다 말씀 하다 보다 성적 안나 온건 공 부안 본인 탓임 나 포함 ㅠ 과제 총 개다 주제가 절때 어렵다 편이 아니다 학생 편의 를 최대한 보다 건 있다 교수 표현 조금 무뚝뚝하다 펴다 ㅎ
글을 쓰거나 조모임 후 발표를 할때 교수님의 의견이나 관점을 따르지 않으면 정말 피곤해짐글 쓸때 형식을 알려주시지만 글쓰기 과제 전 어떤점을 유의해야하는지 말해주지 않고 글 쓰고 발표를 하고나서야 무엇이 잘못되었는지 알려주시는 점에서 솔직히 비효율적임피드백 또한 부드럽지 않고 마치 처음부터 자기가 모든것을 알려준듯 이걸 왜 이렇게 했냐며 일일히 따지시는 편,1,neg,글 을 쓰다 조 모임 후 발표 를 하다 때 교수 의견 이나 관점 을 따르다 않다 정말 피곤하다 짐글 쓸다 때 형식 을 알다 글쓰기 과제 전 어떤 점 을 유의 하다 말 해주다 않다 글 쓰다 발표 를 하다 나서다 무엇 잘 못 되어다 알다 점 에서 솔직하다 비 효율 적임 피드백 또한 부드럽다 않다 마치 처음 부터 자기 모든 을 알다 주다 걸 왜 이렇게 하다 며 일일 히 따다 편
"수업만 듣고는 과제, 시험 절대 못보는 과목이에요 최악입니다",1,neg,수업 만 듣다 과제 시험 절대 못 보다 과목 이에요 최악 이다
정말 빡셉니다 퀴즈도 거의 매주 보고 과제도 많아요..그렇지만 얻어가는 것 또한 많습니다아 물론 학점은 아니지만요,5,pos,정말 빡셉니 다 퀴즈 거의 매주 보고 과제 많다 그렇지만 얻다 또한 많다 물론 학점 아니다 요
매주 퀴즈를 봄. 교수님 열심히하심. 딕션도 아주 좋음.근데 퀴즈나 과제나 시험에서의 문장을 해석하는 부분에서 명확하게 한가지로만 해석되지 못하는 경우가 좀 있음.논리구조가 약간 빈약하다 이말임.,4,pos,매주 퀴즈 를 봄 교수 열심히 심 딕션 아주 좋다 근데 퀴즈 나 과제 나 시험 에서의 문장 을 해석 하다 부분 에서 명확하다 한가지 로만 해석 되다 못 하다 경우 좀 있다 논리 구조 약간 빈약하다 말임
외국인교수분이라 걱정이 많았지만 한국인 교수가 한국말로 설명하는것보다 간단명쾌하고 이해가 잘됨. 어려운 어휘도 안써서 elp모의토익 패스점수 정도면 걍 들어도됨.  교수가 상당히 쿨하신분같음.,5,pos,외국인 교수 분 이라 걱정 많다 한국인 교수 한국말 로 설명 하다 간단 명쾌하다 이해 잘 되다 어렵다 어휘 안 써다 모의 토익 패스 점수 정도 면 걍 들다 되다 교수 상당하다 쿨하다 신분 같다
사람자체는 착하고 좋으시다.강의력은 영....,4,pos,사람 자체 착하다 좋다 강의 력 영
교수(동영상에 나오는)가 하는 일 : 강의교안 읽기학생이 하는 일 : 시간낭비,1,neg,교수 동영상 에 나오다 가다 하다 일 강의 교안 읽다 학생 하다 일 시간 낭비
단점: 강의력 정말 별로입니다. 장점: 점수 잘 주시고 일찍 끝내주십니다,3,mid,단점 강의 력 정말 별로 이다 장점 점수 자다 주시 고 일찍 끝내주다
시험없는건 좋은데 자잘하게 있는것들이 은근 짜증남^^ 그래도 개꿀강의인건 맞음,3,mid,시험 없다 좋다 자잘하다 있다 들이다 은근 짜증나다 그래도 개꿀 강의 인 건 맞다
사실 왜 하는지 잘모르겠어요 ㅠ. 너무 낯설고 수업에 비해 과제나 시험이 극악입니다,1,neg,사실 왜 하다 잘 모르다 ㅠ 너무 낯설다 수업 에 비다 과제 나 시험 극악 이다
영상만 보고 계속 혼자서 공부해야되는데 혼자 하기에는 너무 어렵고 기초가 잘 되어야 있어야 쉬운데 기초를 확실하게 안알려줌,3,mid,영상 만 보고 계속 혼자 서 공부 하다 되다 혼자 하다 너무 어렵다 기초 자다 되어다 있다 쉽다 기초 를 확실하다 안 알다 줌
진짜 최악이에요  과제 진짜 많고 정말 원하는건 엄청 많아요가르쳐주는건  하나도 없습니다,1,neg,진짜 최악 이에요 과제 진짜 많다 정말 원하다 엄청 많다 가르치다 하나 없다
강의로 ㄱㄴㄷ를 가르치고 과제와 시험은 고전시가 해석하라는 수준임 걍 어이가 없음 조교님이 좋으시면 실습때 강의도 해주고 한다는데 우리분반은 걍 맨 땅에 헤딩이었다 질문하면 이부분 검색해서 찾아보세요 하심 그래서 교재 샀더니 교재에도 기초만 있음 어쩌라는건지 모르겠음,2,neg,강의 로 ㄱㄴㄷ 를 가르치다 과제 와 시험 고전 시가 해석 라는 수준 임 걍 어이 없다 조교 좋다 실습 때 강의 해주다 하다 우리 분 반 걍 맨 땅 에 헤딩 이다 질문 하다 부분 검색 하다 찾아보다 심 그래서 교재 사다 교재 에도 기초 만 있다 어쩌 라는 건지다 모르다
수강신청때 이거 안잡는사람 바봉진짜 다양한 분들 경험 구체적으로 들을 수 있는 기회가 흔치않은데 인사이트 쌓기 너무 좋고 과제도 한번으로 깔끔하게 끝이라 👍🏻,5,pos,수강신청 때 거 안 잡다 사람 바봉 진짜 다양하다 분들 경험 구체 적 으로 들다 있다 기회 흔 치 않다 인사이트 쌓다 너무 좋다 과제 한번 으로 깔끔하다 끝 이라
교수님이 설명잘하시고 이해하기가 쉬움. 온라인으로 질문도 받아주시고 설명도 잘해주심,5,pos,교수 설명 잘 하다 이해 하다 쉬움 온라인 으로 질문 받다 설명 잘 하다 주심
비대면이어서 그런지 영상 보고 감상문 1개만 쓰면 되서 좋았어요강의 자체도 유익해요,5,pos,비 대면 이어서 그렇다 영상 보고 감상문 개 만 쓰다 되다 좋다 강의 자체 유익하다
