lecture,professor,review,clean_text,star
데이터베이스,신동일,공부 부담이 많은 수업은 아니었음. 중간 기말 프로젝트 모두 mysql과 자바 연동해서 쿼리문 결과 gui로 구현하는 거라 딱 그 관련 내용만 알면 됨 때문에 본인은 막판에 강의 틀어놓기만 하고 안들음.. 결과적으로 남는 건 별로 없는 느낌..? 성적은 절대평가 기준 학점 퍼주심 80퍼센트는 에이 받은것 같고 다른 사람들 점수 보니까 중간 기말 플젝 제출만 하면 거의 다 A였음,공부 부담 많다 수업 아니다 중간 말 프로젝트 모두 과 자바 연동 하다 쿼리 문 결과 로 구현 하다 거 그 관련 내용 알 되다 때문 본인 막판 강의 틀어놓다 하다 들다 결과 적 남다 건 별로 없다 느낌 성적 절대평가 기준 학점 퍼 주심 퍼센트 에이 받다 같다 다른 사람 들 점수 보 중간 말 플젝 제출 하다 거의,5
데이터베이스,신동일,자바 정말정말 중요합니다. 학점은 열심히 한 사람들은 잘 주십니다,자바 중요하다 학점 하다 사람 들 자다 줄다,5
데이터베이스,신동일,프로젝트와 시험이 자바로 구현하는거라 자바는 꼭 알야함 자바를 알면 별로 어려울 건 없음 sql문들도 거의 기본만 알면 되는 것들이라 어렵지 않았음 하지만 명세서 설명이나 요구사항들이 교수님께서 직접 구현해보지 않고 그냥 출제한 거 같은 느낌이 들어서 별 하나 감점,프로젝트 시험 자바 구현 하다 자바 꼭 알 야하다 자바 알 별로 어리다 건 없다 문 들 거의 기본 알 되다 것 들 어렵다 않다 명세서 설명 요구사항 들 교수 님 직접 구현 해보다 않다 그냥 출제 거 같다 느낌 들어서다 별 하나 감점,4
데이터베이스,신동일,교수님 열정 넘치시고 좋음. 매주 녹강 말고 실강도 하심.하지만 시작할 때 자바 모르면 철회하라는 말을 절대 무시하시면 안됨..ㅋㅋㅋㅋ자바 어중간하게 하시면 절 대 듣지마세요..,교수 님 열정 넘치다 좋다 녹강 실 강도 심 시작 하다 때 자바 모르다 철회 하 말 절대 무시 하다 안되다 ㅋㅋㅋ 자바 어중간하다 하다 절 대다 듣다 말다,5
데이터베이스,신동일,과제는 딱 하나 프로젝트 근데 양이 어마무시함 하드코딩하는 게 많음 시험기간인데 2주를 갖다박음 그래도 성적 a+에 만족하고 감,과제 하나 프로젝트 양 어마 무시 함 하드 코딩 하 게 많다 시험 기간 주 갖다 박다 성적 만족하다 감,5
데이터베이스,신동일,"교수님이 설명도 잘하시고 개념을 다음번 강의나 보충 강의에서 반복 설명 해주시는게 전 매우 좋았음대면 수업이었으면 수업외에 전공 관련 얘기나 여담 같은것도 들려주셨을텐데 비대면이라 그게 좀 아쉬웠음중간고사 기말고사, 프로젝트 모두 자바 + 데이터베이스로 프로그램 짜는건데 자바, 자바스윙 모르면 정말 개고생함조교님께 질문드리면 매번 친절하게 답변해주심 조교님 사랑합니다.",교수 님 설명 하다 개념 다음 번 강의 보충 강의 반복 설명 해주다 전 매우 좋다 대면 수업 이다 수업 외 전공 관련 얘기 여담 같다 들려주다 비 대면 그게 좀 아쉽다 중간고사 기말고사 프로젝트 모두 자바 데이터베이스 프로그램 짜다 자바 자바 스윙 모르다 정말 개 고생 함 조교 님 질문 드리다 매번 친절하다 답변 하다 주심 조교 님 사랑 하다,5
데이터베이스,신동일,이 강의 들을라면 자바 필수입니다.... 프로젝트가 좀 많이 헬입니다.,이 강의 들다 자바 필수 이다 프로젝트 좀 헬입니,4
데이터베이스,신동일,"교수님 사람자체는 매우 좋으신분... 그러나... 강의 자체를 평가하기에는 문제가 많음. 일단 내가 데이터베이스를 공부하는지 자바 gui를 공부하는지 혼동이옴. 배보다 배꼽이더 크다고 비유하면 맞는거같음. 중간고사는 매우 쉬운 쿼리문을 그냥 자바 스윙으로 고현하는거, 프로젝트또한 스키마짜는것외에는(평가안들어감) gui가 제대로 구현되는지(gui설계 엄청 까다로움)가 더 중요함. 나는 1년전에 동일 교수님에게 자바를 들었고 학점을 잘받았음에도 코딩하느라 엄청고생햇음 ...얘기할게 더있긴한데 결론만 말하면 남는게 없음 차라리 강의듣지말고 혼자 자바공부열심히한다음에 ppt대충보면서 하면 학점따기는 좋을것이고, 진짜 데이터베이스를 공부하려면 따로 공부하는게 훨 나음.",교수 님 사람 자체 매우 좋다 신분 강의 자체 평가 하다 문제 많다 일단 내 데이터베이스 공부 하다 자바 를 공부 하다 혼동 옴 배 배꼽 더 크다 비유 하다 맞다 같다 중간고사 매우 쉽다 쿼리 문 그냥 자바 스윙 고현 하다 프로젝트 또한 스키마 짜다 외 평가 안 들어가다 가다 제대로 구현 되다 설계 까다롭다 움 가다 더 중요하다 나 동일 교수 님 자바 들다 학점 받다 코딩 하다 고생 햇음 얘기 하다 더 있다 결론 말 하다 남다 없다 차라리 강의 듣다 혼자 자바 공부 다음 대충 보다 하다 학점 따다 좋다 진짜 데이터베이스 공부 하다 공부 하다 훨 나다,5
데이터베이스,신동일,이거 들으면서 걍 혼자 공부하시는게 더 낫다고 생각합니다 ...,거 들다 혼자 공부 하다 더 낫다 생각 하다,2
데이터베이스,신동일,교수님은 친절하시다 싸강이라 중간 프로젝트 기말 모두 자바 프로그램 만들기였다 꽤 오래 걸렸지만 대부분의 학생들이 거의 a+을 받은것 같다 자바를 모른다면 좀 어려울것 같다 자바는 무조건 알아야한다,교수 님 친절하다 싸다 강 중간 프로젝트 말 모두 자바 프로그램 만들기 이다 꽤 걸리다 대부분 학생 들 거의 받다 같다 자바 모르다 좀 어리다 같다 자바 무조건 알다,5
데이터베이스,신동일,코로나 학기로 온라인수업 대체였는데 너무 꿀강의였다,코로나 학기 온라인수업 대체 이다 꿀 강의 이다,5
데이터베이스,신동일,일단 자바는 모르는 상태로 접함. 객체지향개념만 알고..프로젝트 혼자하기엔 하드코딩하는 양이 많음.. 이론이랑 적용 둘다 배울 수 있어서 괜찮은 과목임. 일단 신동일 교수님 주전공이라서 배우는 건 나쁘지 않음. 좀 전략을 잘 짜서 수강해야할 과목인 것 같다.. a+겟또~~,일단 자바 모르다 상태 접함 객체지향 개념 알 프로젝트 혼자 하다 하드 코딩 하 양 많다 이론 적용 두다 배우다 수 있다 괜찮다 과목 임 일단 신동일 교수 님 전공 배우다 건 나쁘다 않다 좀 전략 자다 짜다 수강 하다 하다 과목 것 같다 겟또,2
데이터베이스,신동일,자바 모르고 들으면 고생 좀 했을 것 같음. 비대면 수업이라 보충 수업 많이 했고 학생들 피드백 궁금해하심. 학점 받기 쉬웠는데 비대면이라 그랬던 것 같긴 함.,자바 모르다 들다 고생 좀 하다 것 같다 비대 수업 보충 수업 하다 학생 들 피드백 궁금하다 심 학점 받다 쉽다 비 대면 그렇다 것 같다 함,5
데이터베이스,신동일,싸강인것 생각하면 재밌게 많은 것을 배워감. 조교님 넘 친절해용,싸다 강인 것 생각 하다 재밌다 많다 것 배우다 감 조교 님 넘다 친절하다,5
데이터베이스,신동일,코로나로 인해 시험 대신 과제로 진행.과제의 기본적인 틀을 제공해줘 중간/기말 대체 과제는 조금만 공부하면 할 수 있는 편.프로젝트는 조금 빡센감이 있었는데 채점 후하게 해줘서 대부분 좋은 점수 받음.올해 조교님은 진짜 너무 친절해서 최고.,코로나 인하다 시험 대신 과제 진행 과제 기본 적 틀 제공 해주다 중간 말 대체 과제 조금 공부 하다 하다 수 있다 편 프로젝트 조금 빡센감 있다 채점 후 하다 해주다 대부분 좋다 점수 받다 올해 조교 님 진짜 친절하다 최고,5
데이터베이스,신동일,코로나 바이러스로 인한 온라인/비대면 수업이었고 절대평가로 진행되었습니다.실시간 보충 강의까지 하시면서 열심히 수업을 진행하셨습니다.프로젝트 채점을 하신거보니 학생들에게 과도한 기대를 하지 않으셨다는게 느껴졌습니다.자바 스윙을 알고 들어야 편합니다.사실 데이터베이스보다 자바 공부를 더 많이한 것 같습니다.,코로나 바이러스 인하다 온라인 비대 수업 이다 절대평가 진행 되어다 실시간 보충 강의 하다 수업 진행 하다 프로젝트 채점 하다 보다 학생 들 과도 기대 하다 않다 느껴지다 자바 스윙 알 들다 편하다 사실 데이터베이스 자바 공부 더 것 같다,1
데이터베이스,신동일,"일단 온라인수업이었다는걸 감안하면 학생이 열심히 한다는 전재하에 얻어가는게 다른수업에 비해 있는편. 열심히 안하고 강의만 돌려놓고 과제 때 빡새게 하는 편이라면 걍 구글, 블로그에서 배울 수 있는 수준의 지식만 배워감.학점은 절평으로 주시고 수강생의 반이상이 A+이고 나머지 반이 A0인걸 볼 수 있음. 그 밑에는 과제안하고 출석안해야 받는 학점들임",일단 온라인수업 이다 감안 하다 학생 재 하 얻다 수업 비다 있다 편 안 강의 돌리다 과제 때 빡새 하다 편이 라면 구글 블로그 배우다 수 있다 수준 지식 배우다 감 학점 절평 주시 수강생 이상 나머지 반 인걸 볼 수 있다 그 밑 과제 안 출석 안해 받다 학점 들이다,5
데이터베이스,신동일,"18년도 수강생입니다. 과제는 팀플 빼면 거의 없습니다. 팀플도 원하면 혼자 할 수도 있기는 한데, 양이 너무 많아서 비추합니다. 혼자한다고 양을 줄여주거나 그런게 없기 때문입니다. 조모임도 2인 1조 팀플 할때 외에는 없습니다. 학점은 팀플 중간 기말 등 점수 합산해서 몇 점 이상이면 A 이런식으로 메깁니다. 출결은 정말 아주아주 프리하신데, 유체크로만 하시고, 또한 유체크 못 한 사람은 앞에 종이에 이름 적으면 출결 변경해주십니다. 그래서 출튀도 쉬움 ㅎㅎ; 시험은 중간 기말 이렇게 2번입니다. 교수님께서 사담을 많이 하십니다. 다 근데 컴퓨터 관련 얘기고 그래서 도움이 많이 되는 것 같습니다. 데이터 베이스 자체가 이론적인 내용이 그렇게 많은 건 아니라서 사실 강ㅇ의 안 듣고 독학해도 어느정도 따라갈 수는 있는데 그래도 강의 듣는게 낫습니다. 가끔 퀴즈 보시는데 이거는 오픈북에 다른 사람이랑 상의 할 수도 있어서 무조건 만점 받으셔야 합니다. 중간 기말은 필답 형식입니다. 이전 4년도 정도 치 기출 주셔서 그거 보고 공부하시면 됩니다. 다만 매년 새로운 문제가 2개 정도 씩 나오며 SQL select문 작성 문제는 늘 새로운 유형이 나오기 때문에 기출만 보고 가면 만점은 힘들고, 추가적으로 수업 때 말씀 하신거랑 본인이 SQL문으 직접 만들어보면서 공부하는게 좋다고 생각합니다.",수강생 이다 과제 팀 빼다 거의 없다 팀플 원하다 혼자 하다 수도 있다 양 많다 비추다 하다 혼자 하다 양 줄이다 그렇다 없다 때문 이다 모임 인 팀 하다 때 외 없다 학점 팀 중간 말 등 점수 합산 하다 몇 점 이상 이면 식 메 기다 출결 정말 프리 하다 유 체크 로만 하다 또한 유 체크 못 하다 사람 앞 종이 이름 적다 출결 변경 해주다 추다 튀다 쉬움 ㅎㅎ 시험 중간 말 번 이다 교수 님 사담 하다 컴퓨터 관련 얘기 도움 되다 것 같다 데이터 베이스 자체 이론 적 내용 많다 건 아니다 사실 강 ㅇ 의 안 듣다 독학 하다 정도 따라가다 수 있다 강의 듣다 낫다 가끔 퀴즈 보다 거 오픈 북 다른 사람 상의 하다 수도 있다 무조건 만점 받다 하다 중간 말 피다 형식 이다 이전 정도 치 기출 주다 그거 보고 공부 하다 되다 다만 매년 새롭다 문제 개 정도 나오다 문 작성 문제 늘 새롭다 유형 나오다 때문 기출 보고 가면 만점 힘들다 추가 적 수업 때 말씀 하다 본인 물다 직접 만들다 보다 공부 하다 좋다 생각 하다,5
데이터베이스,신동일,다 시 안 들 어 학생 탓만 존나하고 기준도 지맘대로바꾸네,시 안 들다 학생 탓 존나 기준 맘 바꾸다,5
데이터베이스,신동일,"다 ㄱㅊㄱㅊ 프로젝트 중요한 거 끝나가서 알려주면 어떡하냐는 말이 있긴 한데 솔직히 UI, 질의문 다 미리 해둬서 곤란하지도 않았음. 데이터베이스 연결이 문제였던 건데 UI는 틀 짜놓고, 질의문은 실제로 돌아가는지 서버 접속해서 확인해보면 됨. 조교 선생님 성격이 좋진 않았지만 프로젝트가 막히진 않았음. 구글링 해도 나오는데 ㄷ ㄷ,, 근데 조교 선생님 별로라 4점 드림. 출석 점수는 그냥 만점이라 보면 될 정도로 출결 넉넉함",ㄱㅊㄱㅊ 프로젝트 중요하다 거 끝나다 알다 어떻다 하다 말 있다 솔직하다 질 의문 미리 해 두다 곤란하다 않다 데이터베이스 연결 문제 이다 거 늘다 틀 짜다 질 의문 실제 돌아가다 서버 접속 하다 확인 해보다 되다 조교 선생님 성격 좋다 않다 프로젝트 막히다 않다 구글링 해도 나오다 ㄷ ㄷ 조교 선생님 별로 점 드림 출석 점수 그냥 만점 보다 되다 정도 출결 넉넉하다,2
데이터베이스,신동일,한 학기 동안 가르쳐 주셔서 감사합니다. 진심으로 존경합니다 교수님!,하다 학기 동안 가르치다 주다 감사하다 진심 존경 하다 교수 님,5
데이터베이스,신동일,"교수님이 우선 매우 쿨합니다. 중간 기말은 기출문제 공개, 출결은 유체크 못해도 듣기만 하면 무조건 출석입니다.다만 프로젝트할때 자바 관련된건 기본적으로 필장착되있다는 전제 하에 진행합니다. 자바 GUI 짤줄 모르면 드랍하세요. 대신 GUI에 별로 투자 안해도 DB설계만 제대로 할줄 알면 점수는 잘나옵니다.",교수 님 우선 매우 쿨하다 중간 말 기출 문제 공개 출결 유 체크 하다 듣기 하다 무조건 출석 이다 다만 프로젝트 하다 때 자바 관련 되다 기본 적 필 장 착 되다 전제 하 진행 하다 자바 짜다 모르다 드랍 하다 대신 별로 투자 안해 설계 제대로 하다 알 점수 잘나오다,4
데이터베이스,신동일,설계과목이므로 본인 코딩이 기본도 못하면 우선 드랍. 기본의 전제는 자바코드 볼 수 있고 자바로 인터페이스 만들 수 있는 능력.교수님 매우 쿨하심. 그리고 족보 공개. 필요한 코딩자료들 제공. 자료는 완벽. 그러나 길잡이까지는 안해주시니깐 알아서 잘 챙겨셔야 함. 여기서까지는 좋으나 개인이 각자 갈 수 있는 길을 조교의 잘못된 정보로  삽을 들고 있는 학생들이 산으로 안가고 바다로 가게했다. 처음 삽질하러 가는 학생들은 힘들 수 밖에.......봐도 이게 정상적인 코드인지 아닌지. 제대로 판단도 못하는 학생들은 힘들 수 밖에....알아서 잘 하시는 학생분들에게는 극 추천. 그러나 선생님같은 교수님을 원하면 다른 교수님 추천.개인적으로 좋았음. 왜냐 조교말 무시하고 내 할거 했음....참고로 애들 코딩못해서 절반은 던짐.,설계 과목 므 본인 코딩 기본 하다 우선 드랍 기본 전제 자바 코드 볼 수 있다 자바 인터페이스 만들다 수 있다 능력 교수 님 매우 쿨하다 심 족보 공개 필요하다 코딩 자료 들 제공 자료 완벽 길잡이 해주다 알다 자다 챙기다 함 여기 서다 좋다 개인 각자 갈다 수 있다 길 조교 되다 정보 삽 들다 있다 학생 들 산 가다 바다로 가게 하다 처음 삽질 하다 가다 학생 들 힘들다 수 보다 이 정상 적 코드 아니다 제대로 판단 하다 학생 들 힘들다 수 알다 자다 하다 학생 분들 추천 선생님 같다 교수 님 원하다 다른 교수 님 추천 개인 적 좋다 왜 조교 말 무시 내 하다 하다 참고 애 들 코딩 하다 절반 던지다,5
데이터베이스,신동일,교수님 수업은 괜찮은데.. 조교님이...,교수 님 수업 괜찮다 조교 님,5
데이터베이스,신동일,수업때 교수님 안경 올리는 횟수 자꾸 세고 있는 내 자신...교수님 강의력도 좋으시고 시험도 예전 문제들 다 알려주셔서 좋았어용 출결방식도 좋고 가끔 퀴즈 보는데 그날 배운거 교안보고 휘리릭 작성해서 내면 끝입니다프로젝트 과제가 좀 까다로워요. 자바가 미숙하시다면 난처해지실거에요...조교님 이야기가 많은데 전 괜찮았어요. 조교님은 어차피 교수님이 하라는대로 하셨을텐데요...  또 과제는 혼자 해결해야 하는 거 잖아욥별 한개 뺀건 교수님 안경올리는거 땜에 뺐음 ㄹㅇ 한번 보이면 종강때까지 그것만 보여,수업 때 교수 님 안경 올리다 횟수 자꾸 세고 있다 내 자신 교수 님 강의 력 좋다 시험 예전 문제 들 알다 좋다 출결 방식 좋다 가끔 퀴즈 보다 그날 배우다 교 안보 휘 리릭 작성 하다 내면 끝 이다 프로젝트 과제 좀 까다롭다 자바 미숙 하다 난처하다 조교 님 이야기 많다 전 괜찮다 조교 님 어차피 교수 님 하라 대로 하다 또 과제 혼자 해결 하다 하다 거 잖다 욥별 빼다 교수 님 안경 올리다 땜 빼다 ㄹㅇ 한번 보이 종강 때 그것 보이다,4
데이터베이스,신동일,"고학번이 느끼기에 상당히 수업의 질이 좋음.수업 외적인 것들도 가끔 얘기 해주시는데 사실 수업 내용보다 더 중요한 것들도 많아서 알아두면 반드시 도움될 내용들임. 과제도 어렵다고 느낄수도 있겠지만, 사실 구글링 해보면 다 나오는 것들이라 직접 찾아보면서 하는 연습을 하기에는 최적임. 암기식 시험이 아니라 정말 필요한것만 나오기 때문에 수업을 떠나 그냥 등록금에 아깝지 않은 수업을 듣고 싶다면 추천",학번 느끼다 상당하다 수업 질 좋다 수업 외적인 것 들 가끔 얘기 해주다 사실 수업 내용 더 중요하다 것 들 많다 알 아두 반드시 도움 되다 내용 들이다 과제 어렵다 느끼다 있다 사실 구글링 해보다 나오다 것 들 직접 찾아보다 하다 연습 하다 최 적임 암기 식 시험 아니다 정말 필요하다 나오다 때문 수업 떠나다 그냥 등록금 아깝다 않다 수업 듣다 싶다 추천,4
데이터베이스,신동일,조교가 성격만 이상하면 상관없는데 일처리도 못함. 자바도 그렇고 신동일 교수님 수업 들을거면 과제 관련해서는 알아서 잘 챙기셔야 합니다.,조교 성격 이상하다 상관없다 처리 하다 자바 그렇다 신동일 교수 님 수업 들다 과제 관련 하다 알다 자다 챙기다 하다,5
데이터베이스,신동일,"교수님의 강의력 자체가 기본적으로 좋습니다.중간중간 업계이야기나 좋은 얘기도 해주시고 계속 반복해서 설명해주시고 이해시킬려고 노력하십니다.(학생들의 수준을 기본적으로 낮게 보시기 때문에 계속 반복해서 이해시킬려고 노력하심)  무엇보다 가장 좋은점은 중간,기말 시험방식이 너무 컴팩트하기 때문에 좋습니다. 쓸데없는 이론지식 암기를 지양하시기때문에 대략 3개년정도의 족보문제를 시험전에 뿌려주시고  그냥 거기서 TF문제로 돌리십니다. sql문제만 조금 공부하시면 시험에서 왠만한 점수는 나오며 시험공부에 많은 시간을 투자하며 '하 이딴걸 공부해서 어따써먹지' 하는 현타가 타과목에 비하면 현저히 적은..아니 거의 없습니다. 암기식 공부할게 거의 없기때문(이점이 제일 좋음😀)   아래글들보니 조교님에 대한얘기가 많은것같은데...  그부분은 생략하겠습니다.",교수 님 강의 력 자체 기본 적 좋다 중간 중간 업계 이야기 좋다 얘기 해주시 계속 반복 하다 설명 해주다 이해 시키다 노력 하다 학생 들 수준 기본 적 낮다 보다 때문 계속 반복 하다 이해 시키다 노력 하 심 무엇 가장 좋다 점 중간 말 시험 방식 컴팩트 하다 때문 좋다 쓸데없다 이론 지식 암기 양하 때문 대략 개년 정도 족보 문제 시험 전 뿌리다 그냥 거기 문제 돌리다 문제 조금 공부 하다 시험 웬만하다 점수 나오다 시험 공부 많다 시간 투자 하다 걸 공부 하다 써다 먹다 하다 타가 과목 비 하다 현저 적다 아니다 거의 없다 암기 식 공부 하다 거의 없다 때문 이점 제일 좋다 아래 글 들보 조교 님 얘기 많다 같다 부분 생략 하다,2
데이터베이스,신동일,이 수업은 중간 기말고사 로 보는 이론시험 2번과 자잘한 퀴즈(이건 간단합니다) 그리고 가장 중요한 과제 프로젝트로 점수를 체점합니다.(출결같은 경우 넣기는 하지만 출튀한 학생 잡지는 않습니다)아래 이번학기 학생들의 평점이 낮은 이유가 바로 프로젝트 + 조교때문입니다. 교수님은 시험문제출제와 수업만 하십니다 물론 교수님의 수업은 좋습니다 이론말고도 자잘한 다른 이야기들도 해주시고 이해못하면 반복해서 설명해주세요 그리고 수업시작할때 지난시간에 배운것들 요약해서 다시 알려주십니다  다시한번 강조하지만 교수님 강의력에는 불만이 없습니다.문제는 조교입니다!!!! 체점과 과제관련공지를 조교가 하는데 대충하는거 같아요 체점도 제대로 하지않아서 다시 체점해서 겨우 점수올렸습니다 이것때문에 전체적으로 반 성적이 낮아서 교수님께서 화나셨어요 물론 체점은 사람이 하는것이기 때문에 실수가 나올수있어 이해합니다 가장 화가 나는게 프로젝트입니다 공지사항을 제대로 하지않으셔서 제출마감 일주일 남긴후에야 잘못되었다는걸 알았습니다 이때 알려준게 프로젝트 핵심이였어요...  교수님은 프로젝트와 체점에 전혀 관여 안하시는거 같습니다 조교가 제대로 다 했다는 전제하에 저희한테 얘기하세요 그리고 그걸 듣는 우리는 억울할뿐.. 게다가 조교 본인이 자기 전공이 DB가 아니라서 잘 모른다고 말했구요 그래서인지 프로젝트 방향을 몰라서 아예 노트북채로 화면 보여줬는데도 제가 잘못된 방식으로 한다는것을 안 알려줬습니다 일부러인지 아니면 몰라서인지...요약하자면 강의(+시험문제출제)만 하시고 프로젝트(+체점)에 관여는 안하시는 교수님과 프로젝트 공지를 제대로 안하고 대충하는거 같은 조교의 콜라보레이션.. 교수님 강의력은 5점만점이지만 조교때문에 3점.. 1점 주기에는 저는 교수님 강의에 대해 정말 만족하는 편이라..,이 수업 중간 기말고사 로 보다 이론 시험 번 자잘하다 퀴즈 것 간단하다 가장 중요하다 과제 프로젝트 점수 체점 하다 출결 같다 경우 넣기 추다 튀다 학생 잡지 않다 아래 이번 학기 학생 들 평점 낮다 이유 바로 프로젝트 조교 때문 이다 교수 님 시험 출제 수업 하다 교수 님 수업 좋다 이론 자잘하다 다른 이야기 들 해주시 이해 하다 반복 하다 설명 해주다 수업 시작 하다 때 시간 배우다 들다 요약 하다 다시 알다 다시 한번 강조 하다 교수 님 강의 력 불만 없다 문제 조교 이다 체점 과제 관련 공지 조교 하다 대충 하다 같다 체 점도 제대로 하다 않다 다시 체점 하다 겨우 점수 올리다 것 때문 전체 적 반 성적 낮다 교수 님 화나다 체점 사람 하다 때문 실수 나오다 이해 하다 가장 화가 나다 프로젝트 이다 사항 제대로 하다 않다 제출 마감 일주일 남기다 후 되어다 알다 때 알다 준 프로젝트 핵심 이다 교수 님 프로젝트 체점 전혀 관여 하다 같다 조교 제대로 하다 전제 하 저희 얘기 하다 듣다 우리 억울하다 뿐 게다가 조교 본인 자기 전공 가다 아니다 자다 모르다 말 하다 래서 프로젝트 방향 모르다 아예 노트 북채 화면 보여주다 제 되다 방식 것 안 알다 주다 일부러 아니다 모르다 인지 요약 하다 강의 시험 문제 출제 만 하다 프로젝트 체점 관여 하다 교수 님 프로젝트 공지 제대로 안 대충 하다 같다 조교 콜라보레이션 교수 님 강의 력 점 만점 조교 때문 점 점 주기 저 교수 님 강의 대해 정말 만족하다 편이,5
데이터베이스,신동일,교수가 쿨합니다프로젝트 핵심을 제출 일주일 전에 알려 줄 만큼긴말안합니다 도망가세요,교수 쿨하다 프로젝트 핵심 제출 일주일 전 알다 줄 만큼 기다 하다 도망가다,1
데이터베이스,신동일,진짜 교수님 너무 좋아요!!!근데 조교는 좀 바꿀필요가 있을거같아요수업 드랍하고 싶을정도네요^^,진짜 교수 님 좋다 조교 좀 바꾸다 필요 있다 같다 수업 드랍 싶다 정도 네,2
데이터베이스,신동일,조교때문에 점수를 줄수가없네요 1점도 아깝습니다 정말로.,조교 때문 점수 주다 없다 점도 아깝다,4
데이터베이스,신동일,교수님은 좋고 반복설명을 잘 해주셔서 넘 좋습니다 . 1점을 준 이유는 조교때문인데요 .조교가 이 글을 본다면 본인이 알거라고 생각을 해봅니다 .모를수가 없을거에요 . 수업듣는학생 40명이 전부 다 같은생각일겁니다.,교수 님 좋다 반복 설명 자다 해주다 넘다 좋다 점 준 이유 조교 때문 요 조교 이 글 보다 본인 알다 생각 해보다 모르다 없다 수업 듣다 학생 명 전부 같다 생각 일 겁니다,2
데이터베이스,신동일,데이터베이스 제대로 배우고싶으면 선수강과목으로 자바 수강하고 신동일교수님 데베 들으세요. 수업 집중만 잘하면 얻어가고 배울게 많습니다.,데이터베이스 제대로 배우다 선수 강 과목 자바 수강 신동일 교수 님 데베 들다 수업 집중 하다 얻다 배우다 많다,5
멀티미디어프로그래밍,박상일,OpenCV로 다양한 이미지 변환 한수들을 직접 구현해보는 강의. 강의 내용들을 직접 구현 하면서 공부한다면 시험도 크게 어렵지는 않은 편이라고 생각됨.,로 다양하다 이미지 변환 한수 들 직접 구현 해보다 강의 강의 내용 들 직접 구현 하다 공부 하다 시험 크게 어렵다 않다 편이 생각 되다,5
멀티미디어프로그래밍,박상일,과목이 매우 어려움. 과제 하느라 정신나가는줄 암. 그래도 성취감도 많았고 고민하면서 코딩해 보는 경험을 할 수 있는 과목이었음. 시험은 대비문제 다 풀어보고 조금 더 공부해보면 3개는 맞출수 있게 내는듯. 중간 4개 기말 4개 과제 90점 A+임.,과목 매우 어려움 과제 하다 정신 나가다 암 성취 감다 많다 고민 하다 코딩 하다 보다 경험 하다 수 있다 과목 이다 시험 대비 문제 풀다 보고 조금 더 공부 해보다 개다 맞추다 있다 내다 중간 개 말 개 과제 점 임,5
멀티미디어프로그래밍,박상일,"이과목 분명히 어려움.그런데 박상일 교수님 수업인만큼 수업 질도 엄청 훌륭하고다른 코딩 과목에 비해서 새로운걸 경험해보는 느낌임과제는 (엄청 어려운 과제+보고서)*5솔직히 완벽하게 해내는 사람은 많이 없을거임수업 내용 응용해서 엄청 심화된 버전의 과제를 내주시는데 며칠 기다리면 수강생들 하는거 봐서 힌트도 올려주심 한 과제당 5~7시간정도 걸렸던것 같음시험은 사실 애들 대부분 5문제중에 2문제밖에 못푸는듯함 두문제는 공부만 제대로 했으면 풀수 있는문제, 나머지는 공부를 해도 응용력이 부족하면 시간딸려서 못품 나는 운좋게 2+2에 한문제 더맞아서 에이쁠 받음저학년 친구들은 조금 어려울거 같긴 하지만 그만큼 뭔갈 배워간다는 느낌은 확실함!",과목 분명하다 어려움 박상일 교수 님 수업 인 수업 질도 훌륭하다 다른 코딩 과목 비 하다 새롭다 걸 경험 해보다 느낌 임 과제 어렵다 과제 보고서 솔직하다 완벽하다 해내다 사람 없다 임 수업 내용 응용 하다 심화 되다 버전 과제 내주다 며칠 기다리다 수강생 들 하다 보다 힌트 올리다 주심 하다 과제 당 걸리다 같다 시험 사실 애 들 대부분 문제 중 문제 푸다 함 문제 공부 제대로 하다 풀다 있다 문제 나머지 공부 해도 응용 력 부족하다 시간 딸리다 품다 나 운 좋다 문제 더 맞다 이쁘다 받다 저학년 친구 들 조금 어리다 같다 뭔갈 배우다 간다 느낌 확실하다,5
멀티미디어프로그래밍,박상일,솔직히 전필 자구보다 열심히 했는데 너무 어려움. 열심히 한 학생과 설렁설렁 한 학생과의 경계가 너무 없음 남들보다 한 문제만 더 맞히면 A+ 실수해서 틀리면 B0받을 각오 해야함. 물론 과제도 엄청 어렵고요. 시험 때 부분점수 없고 완전히 푼 문제만 제출하라고 하셔서 평균이 2문제 정도 됐었던 것 같아요. 대신 과제 하다보면 와 내가 이걸 해냈어? 이런 느낌이 들긴 합니다.,솔직하다 필 자구 하다 어려움 하다 학생 하다 학생 경계 없다 남 들 하다 문제 더 맞다 실수 하다 틀리다 받다 각오 하다 함 과제 어렵다 시험 때 부분 점수 없다 완전하다 푼 문제 제출 하 하다 평균 문제 정도 돼다 것 같다 대신 과제 하다 보다 오다 내 걸 해내다 이렇다 느낌 들다 하다,2
멀티미디어프로그래밍,박상일,내 우매한 머리로는 이해가 안됐던 수업.. 그냥 어렵다,내 우매 머리 이해 돼다 수업 그냥 어렵다,5
